SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B123,10269709,48584,경기,고양시,장항동,79,패밀리,0,2005-07-19,12,"427,329","5,000,000",9,"10,000,000",0,0,y,n,"60,833",26,"1,668,000",영업점,2,고졸,9,원불교,0,NULL,기혼,가족소유
B124,10270789,4316,서울,서초구,방배동,47,패밀리,0,2008-10-20,9,"990,657","808,000,000",1,"1,616,000,000",0,0,n,n,"8,061,667",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,이혼,전세
B125,10273361,11548,대구,동구,지묘동,58,실버,1,2007-03-29,11,"1,814,699","2,500,000",7,"5,000,000",0,0,y,n,"8,062,500",0, - ,영업점,1,기타,4,카톨릭,3,자영업,사별,가족소유
B126,10274483,2,NULL,NULL,NULL,41,패밀리,0,2007-04-19,11,"845,245","363,400,000",2,"726,800,000",0,0,n,n,"1,064,167",40,"19,164,000",콜센터,1,기타,2,기독교,6,주부,기혼,가족소유
B127,10275232,11303,대구,동구,방촌동,60,패밀리,0,2003-02-14,15,"400,852","1,300,000",10,"2,600,000",0,0,n,n,"65,000",29,"13,284,000",영업점,2,고졸,4,카톨릭,8,무직,재혼,가족소유
B128,10276527,48478,경기,고양시,일산1동,44,패밀리,0,2003-06-30,15,"25,189","2,600,000",7,"5,200,000",0,0,n,n,"8,065,833",0, - ,영업점,4,학사,1,불교,3,자영업,비혼,전세
B129,10278315,19877,경기,고양시,성사동,65,패밀리,0,2006-05-02,12,"26,620","16,800,000",8,"33,600,000",0,0,n,n,"67,500",19,"17,004,000",영업점,4,학사,4,카톨릭,0,NULL,이혼,자가소유
B130,10279750,4401,서울,서초구,서초동,51,패밀리,0,2009-01-12,9,"678,544","39,700,000",7,"79,400,000",0,0,n,n,"68,333",0, - ,영업점,3,대퇴,1,불교,0,NULL,재혼,자가소유
B131,10282262,3813,서울,마포구,망원1동,47,패밀리,0,2002-08-29,15,"366,580","481,700,000",2,"963,400,000",0,0,n,n,"1,069,167",0, - ,pb센터,4,학사,1,불교,6,주부,이혼,자가소유
B132,10282913,11297,대구,동구,방촌동,59,실버,1,2005-11-28,12,"6,594,514","371,500,000",4,"743,000,000",0,0,n,n,"70,000",22,"10,860,000",영업점,6,박사,2,기독교,0,NULL,사별,전세
B133,10285113,23116,경기,시흥시,대야동,64,플래티늄,3,2002-12-08,15,"136,902,691","22,000,000",6,"44,000,000",0,0,n,n,"1,201,043",38,"22,272,000",콜센터,4,학사,2,기독교,8,무직,이혼,월세
B134,10286799,42970,충남,공주시,우성면,52,패밀리,0,2007-02-19,11,"462,567","18,700,000",8,"37,400,000",0,0,n,n,"73,333",31,"9,864,000",영업점,4,학사,1,불교,8,무직,기혼,가족소유
B135,10289348,34686,경북,예천군,예천읍,56,실버,1,2006-08-18,11,"1,493,987","385,500,000",4,"771,000,000",0,0,n,n,"75,000",0, - ,콜센터,4,학사,1,불교,0,NULL,비혼,월세
B136,10290237,,NULL,NULL,NULL,51,패밀리,0,2009-02-25,9,"806,273","7,500,000",8,"15,000,000",0,0,n,n,"1,075,833",27,"7,824,000",영업점,4,학사,3,무교,7,학생,재혼,가족소유
B137,10294251,1,NULL,NULL,NULL,32,패밀리,0,2007-11-06,10,"870,566","2,800,000",9,"5,600,000",0,0,n,n,"2,879,793",0, - ,pb센터,5,석사,3,무교,8,무직,사별,전세
B138,10302015,13128,인천,남구,관교동,61,패밀리,0,2009-09-24,8,"782,187","27,400,000",7,"54,800,000",0,0,n,n,"3,265,274",0, - ,pb센터,2,고졸,1,불교,8,무직,비혼,자가소유
B139,10304857,11,NULL,NULL,NULL,77,실버,1,2005-05-18,13,"7,446,825","31,000,000",4,"62,000,000",0,0,y,n,"1,080,000",23,"11,964,000",영업점,2,고졸,1,불교,6,주부,비혼,가족소유
B140,10305772,24290,경기,안양시,안양9동,62,실버,1,2005-08-03,12,"7,222,489","11,800,000",4,"23,600,000",0,0,n,n,"8,081,667",13,"1,092,000",영업점,2,고졸,4,카톨릭,3,자영업,사실혼,월세
B141,10305874,14061,인천,서구,원당동,39,패밀리,0,2005-07-22,12,"59,693","16,200,000",8,"32,400,000",0,0,n,n,"1,587,045",15,"23,904,000",콜센터,5,석사,4,카톨릭,9,기타,사별,가족소유
B142,10305910,48580,경기,고양시,마두동,46,패밀리,0,2006-08-09,11,"981,859","40,500,000",4,"81,000,000",0,0,n,n,"1,082,500",0, - ,pb센터,2,고졸,1,불교,6,주부,기혼,자가소유
B143,10311913,48580,경기,고양시,마두동,74,패밀리,0,2006-04-17,12,"705,330","209,400,000",2,"418,800,000",0,0,y,n,"8,010,833",0, - ,영업점,4,학사,7,원불교,3,자영업,사별,월세
B144,10312581,12986,인천,계양구,계산3동,62,패밀리,0,2002-05-24,16,"806,895","565,100,000",1,"1,130,200,000",0,0,n,n,"8,012,500",0, - ,콜센터,3,대퇴,4,카톨릭,3,자영업,이혼,가족소유
B145,10315328,31642,경북,구미시,송정동,49,골드,2,2006-08-28,11,"23,088,263","27,400,000",4,"54,800,000",0,0,n,n,"8,014,167",0, - ,영업점,2,고졸,3,무교,3,자영업,기혼,자가소유
B146,10317554,,NULL,NULL,NULL,76,패밀리,0,2008-12-02,9,"971,543","660,000,000",3,"1,320,000,000",0,0,n,n,"15,833",33,"21,372,000",영업점,4,학사,1,불교,8,무직,이혼,자가소유
B147,10318887,6430,서울,은평구,신사동,67,플래티늄,3,2009-12-18,8,"259,902,678","2,200,000",3,"4,400,000",0,0,n,y,"8,016,667",0, - ,영업점,3,대퇴,1,불교,3,자영업,사별,전세
B148,10325013,29563,경남,거창군,거창읍,55,패밀리,0,2005-06-20,13,"519,652","6,800,000",9,"13,600,000",0,0,n,n,"18,333",0, - ,영업점,2,고졸,1,불교,8,무직,기혼,자가소유
B149,10334474,20184,경기,고양시,일산2동,32,골드,2,2008-02-19,10,"22,370,148","429,500,000",3,"859,000,000",0,0,y,n,"2,677,718",32,"15,648,000",영업점,2,고졸,4,카톨릭,0,NULL,이혼,자가소유
B150,10334985,6027,서울,용산구,원효로2가,73,실버,1,2003-04-08,15,"1,562,918","23,800,000",5,"47,600,000",0,0,y,n,"1,020,833",13,"24,000,000",영업점,4,학사,1,불교,6,주부,재혼,자가소유
B151,10335512,5066,서울,송파구,가락동,47,패밀리,0,2007-02-13,11,"848,681","501,700,000",2,"1,003,400,000",0,0,n,n,"1,021,667",0, - ,pb센터,3,대퇴,2,기독교,6,주부,재혼,자가소유
B152,10336089,20184,경기,고양시,일산2동,57,패밀리,0,2008-08-12,9,"809,087","518,000,000",3,"1,036,000,000",0,0,n,n,"22,500",34,"540,000",pb센터,4,학사,3,무교,8,무직,사별,전세
B153,10337039,28898,경남,진주시,금산면,42,패밀리,0,2006-05-28,12,"865,417","3,500,000",8,"7,000,000",0,0,n,n,"1,023,333",0, - ,pb센터,2,고졸,1,불교,6,주부,비혼,가족소유
B154,10341514,6325,서울,은평구,녹번동,47,패밀리,0,2004-06-08,14,"140,337","27,000,000",5,"54,000,000",0,0,n,n,"1,024,167",0, - ,영업점,4,학사,1,불교,6,주부,비혼,가족소유
B155,10341627,33026,경북,영주시,단산면,67,패밀리,0,2008-03-09,10,"598,287","67,900,000",6,"135,800,000",0,0,n,n,"25,000",0, - ,영업점,2,고졸,4,카톨릭,8,무직,이혼,전세
B156,10343068,25727,경기,파주시,문산읍,42,패밀리,0,2005-02-14,13,"358,913","3,500,000",8,"7,000,000",0,0,y,n,"1,025,833",40,"10,236,000",영업점,5,석사,1,불교,6,주부,사실혼,전세
B157,10343071,13544,인천,남동구,만수5동,52,패밀리,0,2004-05-07,14,"853,782","39,300,000",4,"78,600,000",1100000,0,n,n,"4,559,187",22,"9,768,000",영업점,5,석사,1,불교,6,주부,이혼,월세
B158,10344282,13678,인천,부평구,부개3동,68,실버,1,2002-08-26,15,"6,970,274","4,900,000",9,"9,800,000",0,0,n,n,"27,500",0, - ,영업점,7,해외유학,9,원불교,8,무직,이혼,가족소유
B159,10344320,24428,경기,양주시,장흥면,72,패밀리,0,2003-05-21,15,"136,561","1,500,000",7,"3,000,000",0,0,n,n,"8,028,333",0, - ,pb센터,1,기타,1,불교,3,자영업,이혼,월세
B160,10344661,2,NULL,NULL,NULL,63,패밀리,0,2002-01-30,16,"875,623","10,500,000",7,"21,000,000",0,0,n,n,"1,029,167",0, - ,영업점,3,대퇴,2,기독교,6,주부,기혼,월세
B161,10346450,7465,서울,중랑구,신내동,68,패밀리,0,2010-12-05,7,"567,344","28,800,000",3,"57,600,000",0,0,n,n,"5,030,000",29,"17,040,000",영업점,7,해외유학,1,불교,4,계열사직원,이혼,자가소유
B162,10347125,19783,강원,횡성군,둔내면,62,패밀리,0,2001-11-12,16,"963,023","215,600,000",2,"431,200,000",0,0,n,n,"8,030,833",10,"12,852,000",영업점,7,해외유학,1,불교,3,자영업,기혼,월세
B163,10349499,48607,경기,고양시,마두2동 ,50,실버,1,2004-01-09,14,"5,738,847","121,900,000",3,"243,800,000",0,0,n,y,"1,031,667",0, - ,영업점,2,고졸,1,불교,6,주부,재혼,월세
B164,10350635,21758,경기,부천시,괴안동,38,실버,1,2002-12-11,15,"9,201,051","546,600,000",2,"1,093,200,000",0,0,n,n,"1,032,500",15,"15,996,000",pb센터,2,고졸,4,카톨릭,6,주부,사실혼,가족소유
B165,10352556,5676,서울,영등포구,문래동4가,77,패밀리,0,2002-07-18,15,"28,222","22,700,000",6,"45,400,000",0,0,n,n,"1,033,333",31,"17,172,000",콜센터,4,학사,2,기독교,6,주부,재혼,자가소유
B166,10354217,23435,경기,안산시,선부3동,17,패밀리,0,2007-09-11,10,"573,120","3,800,000",10,"7,600,000",0,0,n,n,"34,167",0, - ,영업점,5,석사,1,불교,0,NULL,기혼,자가소유
B167,10354781,30204,경남,창녕군,계성면,69,실버,1,2005-12-31,12,"2,563,477","5,200,000",4,"10,400,000",0,0,n,n,"7,035,000",0, - ,pb센터,4,학사,1,불교,2,전문직,비혼,전세
B168,10356710,10556,부산,기장군,일광면,47,패밀리,0,2004-04-05,14,"545,252","3,600,000",8,"7,200,000",0,0,n,n,"1,035,833",0, - ,영업점,2,고졸,1,불교,6,주부,기혼,가족소유
B169,10356966,16429,대전,중구,옥계동,63,패밀리,0,2004-03-06,14,"381,251","68,900,000",6,"137,800,000",0,0,n,n,"36,667",0, - ,영업점,2,고졸,4,카톨릭,8,무직,비혼,가족소유
B170,10359596,4003,서울,서대문구,북가좌1동,54,패밀리,0,2004-04-29,14,"921,739","2,900,000",10,"5,800,000",0,0,n,n,"39,167",25,"21,972,000",영업점,4,학사,1,불교,8,무직,사실혼,전세
B171,10361751,371,서울,강남구,압구정동,62,실버,1,2007-01-16,11,"2,799,952","14,000,000",7,"28,000,000",0,0,n,n,"1,042,500",0, - ,pb센터,4,학사,2,기독교,7,학생,재혼,자가소유
B172,10364403,5454,서울,양천구,목5동,24,패밀리,0,2004-11-01,13,"900,948","11,400,000",7,"22,800,000",0,0,n,n,"2,671,137",20,"12,000,000",영업점,1,기타,9,원불교,6,주부,비혼,자가소유
B173,10373305,25813,경기,파주시,파주읍,56,실버,1,2003-02-12,15,"8,655,888","4,900,000",9,"9,800,000",0,0,n,n,"46,667",0, - ,pb센터,9,NULL,9,원불교,0,NULL,비혼,전세
B174,10373900,3934,서울,마포구,연남동,61,패밀리,0,2008-11-17,9,"629,580","10,100,000",7,"20,200,000",0,0,n,n,"1,047,500",0, - ,영업점,4,학사,3,무교,6,주부,재혼,월세
B175,10376802,14477,광주,광산구,동림동,67,패밀리,0,2006-07-03,12,"35,245","287,200,000",3,"574,400,000",0,0,n,y,"1,926,917",0, - ,영업점,2,고졸,1,불교,6,주부,사별,자가소유
B176,10381300,21710,경기,동두천시,생연동,53,패밀리,0,2005-09-20,12,"356,838","225,500,000",4,"451,000,000",0,0,n,n,"49,167",0, - ,영업점,3,대퇴,1,불교,0,NULL,사별,가족소유
B177,10381321,36311,전남,순천시,가곡동,35,패밀리,0,2006-05-24,12,"313,214","84,000,000",3,"168,000,000",0,0,n,n,"8,050,000",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,사별,전세
B178,10381550,23577,경기,안산시,사동,72,실버,1,2006-08-29,11,"1,887,234","296,800,000",2,"593,600,000",0,0,y,n,"8,050,833",0, - ,영업점,2,고졸,1,불교,3,자영업,사별,자가소유
B179,10382562,41984,전북,완주군,상관면,45,패밀리,0,2007-04-01,11,"170,762","34,700,000",6,"69,400,000",0,0,n,n,"7,527,034",0, - ,영업점,4,학사,3,무교,7,학생,사실혼,전세
B180,10382725,129202,경남,창원시,반림동,40,실버,1,2009-12-14,8,"6,378,420","1,400,000",8,"2,800,000",0,0,n,n,"1,052,500",0, - ,영업점,2,고졸,1,불교,6,주부,사별,전세
B181,10393111,43855,충남,아산시,송악면,59,실버,1,2007-07-04,11,"1,737,886","38,000,000",7,"76,000,000",0,0,n,n,"55,833",35,"23,916,000",콜센터,6,박사,2,기독교,0,NULL,비혼,전세
B182,10394352,21370,경기,남양주시,호평동,27,패밀리,0,2004-06-08,14,"85,725","340,300,000",2,"680,600,000",0,0,n,n,"1,056,667",21,"684,000",영업점,1,기타,1,불교,6,주부,기혼,월세
B183,10398128,2,NULL,NULL,NULL,46,패밀리,0,2006-04-19,12,"925,875","2,100,000",7,"4,200,000",0,0,n,n,"8,057,500",19,"21,264,000",영업점,2,고졸,1,불교,3,자영업,비혼,월세
B184,10400339,7239,서울,중랑구,망우3동,47,패밀리,0,2006-07-26,11,"864,561","18,200,000",8,"36,400,000",0,0,n,n,"58,333",26,"10,992,000",영업점,5,석사,1,불교,9,기타,기혼,가족소유
B185,10402957,24370,경기,양주시,백석읍,56,실버,1,2002-05-15,16,"8,180,469","10,000,000",5,"20,000,000",65000000,0,n,n,"3,059,167",0, - ,영업점,4,학사,1,불교,1,회사원,사실혼,월세
B186,10403880,11,NULL,NULL,NULL,67,실버,1,2004-01-03,14,"4,016,227","22,000,000",4,"44,000,000",0,0,n,n,"16,870,612",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,재혼,월세
B187,10404622,40383,전북,익산시,영등동,55,패밀리,0,2002-08-26,15,"497,656","540,700,000",1,"1,081,400,000",0,0,n,n,"8,060,000",37,"1,044,000",영업점,9,NULL,3,무교,3,자영업,이혼,월세
B188,10408489,27422,경남,거제시,옥포1동,59,패밀리,0,2008-03-16,10,"898,105","39,800,000",7,"79,600,000",0,0,n,n,"62,500",0, - ,pb센터,5,석사,1,불교,8,무직,기혼,가족소유
B189,10410529,7783,부산,금정구,청룡동,46,실버,1,2008-03-03,10,"1,960,557","1,200,000",10,"2,400,000",0,0,n,n,"63,333",21,"9,912,000",영업점,2,고졸,2,기독교,0,NULL,재혼,전세
B190,10411624,24146,경기,안양시,석수3동,44,골드,2,2004-07-01,14,"10,990,608","18,300,000",6,"36,600,000",0,0,y,n,"1,064,167",0, - ,영업점,2,고졸,2,기독교,6,주부,비혼,자가소유
B191,10416945,5439,서울,양천구,목5동,45,실버,1,2008-12-21,9,"6,134,758","21,600,000",5,"43,200,000",0,0,n,n,"1,065,833",0, - ,pb센터,6,박사,2,기독교,6,주부,사실혼,자가소유
B192,10419153,31642,경북,구미시,송정동,49,패밀리,0,2006-08-07,11,"656,067","42,500,000",6,"85,000,000",0,0,n,n,"1,067,500",10,"22,452,000",영업점,4,학사,3,무교,7,학생,사별,전세
B193,10419290,1532,서울,관악구,봉천3동,42,패밀리,0,2006-09-17,11,"481,722","33,100,000",7,"66,200,000",0,0,n,n,"68,333",0, - ,영업점,5,석사,1,불교,8,무직,사별,가족소유
B194,10419532,6430,서울,은평구,신사동,65,패밀리,0,2004-12-02,13,"423,188","89,000,000",3,"178,000,000",0,0,n,n,"8,069,167",19,"16,044,000",영업점,2,고졸,2,기독교,3,자영업,사실혼,월세
B195,10420082,22117,경기,성남시,구미동,65,패밀리,0,2007-02-07,11,"659,390","21,800,000",4,"43,600,000",0,0,n,n,"13,408,007",17,"11,952,000",영업점,3,대퇴,2,기독교,3,자영업,사별,월세
B196,10426311,12,NULL,NULL,NULL,41,실버,1,2005-05-03,13,"1,893,555","57,900,000",6,"115,800,000",0,0,y,n,"70,833",0, - ,영업점,2,고졸,1,불교,8,무직,기혼,가족소유
B197,10434499,15899,대전,동구,인동,15,패밀리,0,2007-11-29,10,"579,406","6,500,000",8,"13,000,000",0,0,n,n,"1,072,500",0, - ,영업점,4,학사,7,원불교,7,학생,이혼,가족소유
B198,10450082,36732,전남,여수시,국동,79,실버,1,2003-10-04,14,"9,078,274","23,100,000",7,"46,200,000",0,0,n,n,"1,076,667",0, - ,영업점,4,학사,4,카톨릭,7,학생,이혼,전세
B199,10450396,28122,경남,마산시,회원2동,50,실버,1,2004-06-06,14,"2,661,621","28,300,000",5,"56,600,000",0,0,n,n,"1,078,333",17,"8,748,000",영업점,2,고졸,1,불교,6,주부,재혼,자가소유
B200,10451137,1,NULL,NULL,NULL,71,패밀리,0,2004-12-22,13,"40,752","423,900,000",3,"847,800,000",0,0,n,n,"932,095",17,"16,332,000",영업점,2,고졸,1,불교,8,무직,비혼,가족소유
B201,10454211,24674,경기,용인시,죽전동,52,실버,1,2003-09-23,14,"5,048,394","5,300,000",7,"10,600,000",0,0,n,n,"1,080,000",0, - ,영업점,2,고졸,4,카톨릭,6,주부,기혼,자가소유
B202,10455599,5508,서울,양천구,신월7동,63,실버,1,2007-05-22,11,"5,438,358","110,200,000",6,"220,400,000",0,0,y,n,"81,667",38,"16,680,000",콜센터,4,학사,4,카톨릭,0,NULL,이혼,자가소유
B203,10457497,31196,경북,경주시,동천동,66,패밀리,0,2004-03-29,14,"647,602","64,100,000",3,"128,200,000",0,0,n,n,"7,082,500",25,"22,872,000",영업점,5,석사,4,카톨릭,2,전문직,사실혼,월세
B204,10463877,25700,경기,파주시,교하읍,63,골드,2,2008-09-21,9,"24,656,460","17,100,000",8,"34,200,000",0,0,n,n,"10,000",33,"21,096,000",영업점,4,학사,2,기독교,0,NULL,사실혼,가족소유
B205,10464015,4010,서울,서대문구,북가좌2동,50,패밀리,0,2006-02-25,12,"715,912","9,400,000",9,"18,800,000",0,0,n,y,"9,394,205",0, - ,영업점,4,학사,2,기독교,0,NULL,기혼,자가소유
B206,10466009,,NULL,NULL,NULL,42,실버,1,2009-05-31,9,"8,429,686","65,800,000",6,"131,600,000",0,0,n,n,"10,833",0, - ,pb센터,2,고졸,1,불교,0,NULL,이혼,월세
B207,10467318,4374,서울,서초구,서초3동,59,플래티늄,3,2004-07-29,13,"355,862,656","76,700,000",2,"153,400,000",0,0,n,n,"17,465,212",25,"3,120,000",영업점,3,대퇴,2,기독교,3,자영업,이혼,자가소유
B208,10467358,4178,서울,서대문구,홍제2동,52,패밀리,0,2002-11-18,15,"789,347","29,800,000",8,"59,600,000",0,0,n,n,"12,500",14,"15,084,000",콜센터,9,NULL,1,불교,0,NULL,이혼,자가소유
B209,10467554,14229,인천,중구,운서동,59,실버,1,2002-04-08,16,"8,863,298","133,200,000",3,"266,400,000",0,0,y,n,"1,014,167",34,"20,508,000",pb센터,9,NULL,9,원불교,6,주부,사별,월세
B210,10470704,48618,경기,고양시,백석동 ,44,패밀리,0,2001-05-29,17,"317,036","5,500,000",9,"11,000,000",0,0,n,n,"1,015,000",0, - ,영업점,4,학사,1,불교,7,학생,사실혼,자가소유
B211,10471350,19913,경기,고양시,토당동,76,패밀리,0,2006-07-09,12,"914,357","29,100,000",4,"58,200,000",0,0,n,n,"8,015,833",0, - ,영업점,4,학사,2,기독교,3,자영업,사별,전세
B212,10471805,42721,제주,남제주군,표선면,83,패밀리,0,2001-08-28,16,"323,752","19,200,000",8,"38,400,000",0,0,n,n,"16,667",34,"6,972,000",콜센터,5,석사,9,원불교,8,무직,재혼,월세
B213,10475593,1,NULL,NULL,NULL,41,패밀리,0,2005-01-02,13,"786,544","2,900,000",9,"5,800,000",0,0,n,n,"2,387,919",0, - ,영업점,2,고졸,1,불교,8,무직,사별,월세
B214,10476568,6916,서울,중구,신당2동,50,실버,1,2005-12-14,12,"8,189,492","324,300,000",3,"648,600,000",5000000,0,n,n,"19,167",26,"21,888,000",영업점,5,석사,4,카톨릭,8,무직,비혼,월세
B215,10478539,42650,제주,제주시,일도동,64,패밀리,0,2006-07-25,11,"738,448","7,100,000",7,"14,200,000",0,0,n,n,"1,020,833",0, - ,영업점,2,고졸,4,카톨릭,6,주부,사실혼,월세
B216,10479504,20130,경기,고양시,백석동,42,패밀리,0,2006-02-05,12,"93,156","431,600,000",3,"863,200,000",0,0,n,n,"22,500",0, - ,영업점,5,석사,3,무교,0,NULL,사실혼,월세
B217,10480613,25770,경기,파주시,조리읍,48,패밀리,0,2008-01-20,10,"775,311","90,600,000",3,"181,200,000",0,0,n,n,"8,023,333",0, - ,영업점,2,고졸,2,기독교,3,자영업,비혼,가족소유
B218,10480787,26432,경기,하남시,덕풍동,54,패밀리,0,2008-05-12,10,"644,303","81,100,000",5,"162,200,000",0,0,y,n,"24,167",0, - ,영업점,4,학사,1,불교,8,무직,사실혼,전세
B219,10481990,20673,경기,광주시,역동,64,실버,1,2007-08-05,10,"9,767,650","27,300,000",8,"54,600,000",0,0,n,n,"26,667",0, - ,영업점,5,석사,2,기독교,0,NULL,재혼,자가소유
B220,10484829,19503,강원,홍천군,홍천읍,52,골드,2,2005-05-11,13,"11,992,801","159,100,000",4,"318,200,000",0,0,n,n,"28,333",35,"15,648,000",영업점,4,학사,1,불교,8,무직,재혼,자가소유
B221,10489903,37471,전남,담양군,담양읍,51,실버,1,2002-08-06,15,"3,108,148","41,500,000",3,"83,000,000",0,0,n,n,"10,769,611",0, - ,콜센터,4,학사,2,기독교,3,자영업,비혼,월세
B222,10498305,27468,경남,거제시,신현읍,23,패밀리,0,2002-05-23,16,"46,581","3,400,000",9,"6,800,000",0,0,n,n,"29,167",0, - ,영업점,3,대퇴,1,불교,8,무직,기혼,전세
B223,10498433,12,NULL,NULL,NULL,31,패밀리,0,2007-09-12,10,"818,514","49,300,000",6,"98,600,000",0,0,n,n,"30,833",15,"13,680,000",콜센터,5,석사,1,불교,8,무직,이혼,자가소유
B224,10498444,46226,충북,청주시,복대2동,41,패밀리,0,2005-03-14,13,"627,855","2,100,000",7,"4,200,000",0,0,n,n,"8,031,667",31,"19,032,000",pb센터,5,석사,2,기독교,3,자영업,사별,월세
B225,10500225,32,NULL,NULL,NULL,77,패밀리,0,2004-09-19,13,"637,769","64,000,000",3,"128,000,000",7400000,1850000,n,n,"8,033,333",28,"8,136,000",영업점,4,학사,4,카톨릭,3,자영업,이혼,가족소유
B226,10502768,3837,서울,마포구,망원동,76,패밀리,0,2009-04-29,9,"692,764","8,300,000",9,"16,600,000",0,0,n,n,"35,833",27,"17,856,000",콜센터,4,학사,1,불교,0,NULL,기혼,자가소유
